0,35.35154270561235,52.682640445610836,0
1,72.68246642656364,84.1529544867221,7
2,70.67052847078565,39.35793372429036,13
3,87.75653602241691,26.355572761405377,5
4,89.2998861167723,57.92110426800629,0
5,83.66040126960034,29.30639648398447,14
6,18.99159274582049,0.03794326181922184,2
7,18.45332896022624,80.47706166561699,2
8,78.40868274998707,94.95281695101579,7
9,26.70910185545975,25.623016769584083,0
10,3.8746386048227563,18.223662044795493,18
11,86.76468372104931,65.12840851311984,8
12,36.55433215868289,63.02277010137161,4
13,74.71861437426749,72.30451612009327,4
14,5.618041267029898,88.44637232883758,8
15,45.99722337713589,47.19122504622845,17
16,95.58301791083186,22.46465131620553,19
17,50.779416816871525,64.13692893040226,6
18,99.4511323881881,51.78841795365954,10
19,79.27749808585976,75.02705972748913,7
20,55.057563052202674,80.4838411404785,2
21,5.66891696149012,50.27201565459183,14
22,94.19790318531246,74.87272357931542,2
23,92.89510044094325,14.73061892522459,2
24,34.85864484117545,93.32244970123978,10
25,58.60594381806005,46.41157919736634,4
26,62.76002941290979,98.78929298389198,3
27,85.95624677604562,85.80520896524489,16
28,52.05221902574871,65.84725777891029,1
29,36.726827178827996,65.93097362718814,0
30,83.77018506010984,43.72242289814904,1
31,36.931617944156805,99.64434106823603,1
32,69.42748276976126,94.77717360423836,17
33,46.565345299281695,4.380649087197713,15
34,24.954081884641436,84.54009063657344,10
35,66.99181070043772,59.716761317798515,7
36,22.618225051256196,51.29105952746115,8
37,66.19256514402862,26.36984581214564,14
38,9.082754275610533,10.428915454366711,14
39,51.62987087419725,32.222631830693615,19
40,99.23346734290757,65.60068785381755,18
41,54.16963352186248,67.77180492778682,15
42,11.89985145386495,68.657171212644,15
43,52.54071262505602,49.121243872716654,9
44,23.77636650132068,70.34490819733554,10
45,97.76406826220968,79.32217536561197,10
46,99.68173570245295,90.7647327737698,15
47,7.882526006811646,17.292742202697134,18
48,79.89147542342111,70.53748067751391,2
49,67.7411454301911,41.91617971823131,16
50,68.06215247479587,3.9235787751928224,4
51,32.4543704044892,45.05171237546647,5
52,2.970139850177419,19.652640390750083,3
53,66.45180530774304,0.43940865479952207,4
54,21.06830966274116,22.331555796463434,1
55,92.85792130420253,69.21007635013784,7
56,56.4657781107503,17.25521382909474,16
57,5.718263954522033,21.049269752694574,0
58,16.943874584098253,8.08940268732095,14
59,31.2407618511702,46.101980840774,15
60,58.84364526186801,76.21445092167795,14
61,14.81784726038732,75.59909611460522,14
62,89.88649882964965,48.26531091993048,0
